time_stamp,temperature
2025-04-15T07:50:00-04:00,61.2
2025-04-15T08:00:00-04:00,61.2
2025-04-15T08:10:00-04:00,61.399
2025-04-15T08:20:00-04:00,61.799
2025-04-15T08:30:00-04:00,62.2
2025-04-15T08:40:00-04:00,62.399
2025-04-15T08:50:00-04:00,62.399
2025-04-15T09:00:00-04:00,65.4
2025-04-15T09:10:00-04:00,64.799
2025-04-15T09:20:00-04:00,62.6
2025-04-15T09:30:00-04:00,60.2
2025-04-15T09:40:00-04:00,59.2
2025-04-15T09:50:00-04:00,57.6
2025-04-15T10:00:00-04:00,57.2
2025-04-15T10:10:00-04:00,57.6
2025-04-15T10:20:00-04:00,58.2
2025-04-15T10:30:00-04:00,60.2
2025-04-15T10:40:00-04:00,66.2
2025-04-15T10:50:00-04:00,66.4
2025-04-15T11:00:00-04:00,67.599
2025-04-15T11:10:00-04:00,68.799
2025-04-15T11:20:00-04:00,70
2025-04-15T11:30:00-04:00,66.599
2025-04-15T11:40:00-04:00,65.799
2025-04-15T11:50:00-04:00,63.399
2025-04-15T12:00:00-04:00,61.399
2025-04-15T12:10:00-04:00,62.799
2025-04-15T12:20:00-04:00,61.6
2025-04-15T12:30:00-04:00,61.399
2025-04-15T12:40:00-04:00,60.399
2025-04-15T12:50:00-04:00,61.399
2025-04-15T13:00:00-04:00,61.399
2025-04-15T13:10:00-04:00,60.799
2025-04-15T13:20:00-04:00,61
2025-04-15T13:30:00-04:00,61.2
2025-04-15T13:40:00-04:00,59.399
2025-04-15T13:50:00-04:00,59.799
2025-04-15T14:00:00-04:00,60.6
2025-04-15T14:10:00-04:00,60
2025-04-15T14:20:00-04:00,60.6
2025-04-15T14:30:00-04:00,59.2
2025-04-15T14:40:00-04:00,59
2025-04-15T14:50:00-04:00,58.399
2025-04-15T15:00:00-04:00,57
2025-04-15T15:10:00-04:00,56.799
2025-04-15T15:20:00-04:00,55
2025-04-15T15:30:00-04:00,55.6
2025-04-15T15:40:00-04:00,55.2
2025-04-15T15:50:00-04:00,55.799
2025-04-15T16:00:00-04:00,55.799
2025-04-15T16:10:00-04:00,53
2025-04-15T16:20:00-04:00,52.2
2025-04-15T16:30:00-04:00,52.6
2025-04-15T16:40:00-04:00,52.6
2025-04-15T16:50:00-04:00,52.2
2025-04-15T17:00:00-04:00,52.399
2025-04-15T17:10:00-04:00,51.799
2025-04-15T17:20:00-04:00,52.399
2025-04-15T17:30:00-04:00,52.799
2025-04-15T17:40:00-04:00,53.399
2025-04-15T17:50:00-04:00,53.2
2025-04-15T18:00:00-04:00,53
2025-04-15T18:10:00-04:00,53
2025-04-15T18:20:00-04:00,53
2025-04-15T18:30:00-04:00,53.2
2025-04-15T18:40:00-04:00,52.799
2025-04-15T18:50:00-04:00,53
2025-04-15T19:00:00-04:00,52.799
2025-04-15T19:10:00-04:00,52.399
2025-04-15T19:20:00-04:00,52.6
2025-04-15T19:30:00-04:00,52.799
2025-04-15T19:40:00-04:00,52.6
2025-04-15T19:50:00-04:00,52.2
2025-04-15T20:00:00-04:00,52
2025-04-15T20:10:00-04:00,51.799
2025-04-15T20:20:00-04:00,51.6
2025-04-15T20:30:00-04:00,51.799
2025-04-15T20:40:00-04:00,51
2025-04-15T20:50:00-04:00,51
2025-04-15T21:00:00-04:00,51
2025-04-15T21:10:00-04:00,50.6
2025-04-15T21:20:00-04:00,50.799
2025-04-15T21:30:00-04:00,50.2
2025-04-15T21:40:00-04:00,50
2025-04-15T21:50:00-04:00,50.399
2025-04-15T22:00:00-04:00,50.6
2025-04-15T22:10:00-04:00,50
2025-04-15T22:20:00-04:00,49.799
2025-04-15T22:30:00-04:00,50
2025-04-15T22:40:00-04:00,49.799
2025-04-15T22:50:00-04:00,50.2
2025-04-15T23:00:00-04:00,50
2025-04-15T23:10:00-04:00,49.799
2025-04-15T23:20:00-04:00,50
2025-04-15T23:30:00-04:00,50
2025-04-15T23:40:00-04:00,50
2025-04-15T23:50:00-04:00,49.399
2025-04-16T00:00:00-04:00,49.6
2025-04-16T00:10:00-04:00,49.6
2025-04-16T00:20:00-04:00,49.2
2025-04-16T00:30:00-04:00,49
2025-04-16T00:40:00-04:00,49
2025-04-16T00:50:00-04:00,49.2
2025-04-16T01:00:00-04:00,50
2025-04-16T01:10:00-04:00,49.799
2025-04-16T01:20:00-04:00,49.799
2025-04-16T01:30:00-04:00,50
2025-04-16T01:40:00-04:00,50
2025-04-16T01:50:00-04:00,50
2025-04-16T02:00:00-04:00,50
2025-04-16T02:10:00-04:00,50
2025-04-16T02:20:00-04:00,49.399
2025-04-16T02:30:00-04:00,49.799
2025-04-16T02:40:00-04:00,49.2
2025-04-16T02:50:00-04:00,49
2025-04-16T03:00:00-04:00,49.399
2025-04-16T03:10:00-04:00,49.799
2025-04-16T03:20:00-04:00,49
2025-04-16T03:30:00-04:00,49
2025-04-16T03:40:00-04:00,49
2025-04-16T03:50:00-04:00,48.6
2025-04-16T04:00:00-04:00,49
2025-04-16T04:10:00-04:00,48.799
2025-04-16T04:20:00-04:00,48.6
2025-04-16T04:30:00-04:00,48.799
2025-04-16T04:40:00-04:00,49
2025-04-16T04:50:00-04:00,49
2025-04-16T05:00:00-04:00,49
2025-04-16T05:10:00-04:00,49
2025-04-16T05:20:00-04:00,49
2025-04-16T05:30:00-04:00,49
2025-04-16T05:40:00-04:00,48.799
2025-04-16T05:50:00-04:00,48.6
2025-04-16T06:00:00-04:00,49
2025-04-16T06:10:00-04:00,49
2025-04-16T06:20:00-04:00,49
2025-04-16T06:30:00-04:00,49
2025-04-16T06:40:00-04:00,48.6
2025-04-16T06:50:00-04:00,49
2025-04-16T07:00:00-04:00,49
2025-04-16T07:10:00-04:00,49
2025-04-16T07:20:00-04:00,49
2025-04-16T07:30:00-04:00,49.399
2025-04-16T07:40:00-04:00,49.6
2025-04-16T07:50:00-04:00,49.6
2025-04-16T08:00:00-04:00,49
2025-04-16T08:10:00-04:00,49
2025-04-16T08:20:00-04:00,49.2
2025-04-16T08:30:00-04:00,49.799
2025-04-16T08:40:00-04:00,50.399
2025-04-16T08:50:00-04:00,53
2025-04-16T09:00:00-04:00,51.6
2025-04-16T09:10:00-04:00,51.6
2025-04-16T09:20:00-04:00,51.399
2025-04-16T09:30:00-04:00,51.799
2025-04-16T09:40:00-04:00,51.6
2025-04-16T09:50:00-04:00,51
2025-04-16T10:00:00-04:00,50.6
2025-04-16T10:10:00-04:00,51
2025-04-16T10:20:00-04:00,51.2
2025-04-16T10:30:00-04:00,52
2025-04-16T10:40:00-04:00,53
2025-04-16T10:50:00-04:00,54.6
2025-04-16T11:00:00-04:00,57.799
2025-04-16T11:10:00-04:00,57.399
2025-04-16T11:20:00-04:00,59.399
2025-04-16T11:30:00-04:00,57.2
2025-04-16T11:40:00-04:00,57.799
2025-04-16T11:50:00-04:00,57.6
2025-04-16T12:00:00-04:00,57.799
2025-04-16T12:10:00-04:00,57.2
2025-04-16T12:20:00-04:00,57.6
2025-04-16T12:30:00-04:00,56.799
2025-04-16T12:40:00-04:00,57.6
2025-04-16T12:50:00-04:00,56.799
2025-04-16T13:00:00-04:00,57
2025-04-16T13:10:00-04:00,57.399
2025-04-16T13:20:00-04:00,57
2025-04-16T13:30:00-04:00,56.799
2025-04-16T13:40:00-04:00,56.2
2025-04-16T13:50:00-04:00,57.6
2025-04-16T14:00:00-04:00,58
2025-04-16T14:10:00-04:00,58.2
2025-04-16T14:20:00-04:00,58.2
2025-04-16T14:30:00-04:00,58
2025-04-16T14:40:00-04:00,58
2025-04-16T14:50:00-04:00,58.2
2025-04-16T15:00:00-04:00,58.2
2025-04-16T15:10:00-04:00,58.2
2025-04-16T15:20:00-04:00,58
2025-04-16T15:30:00-04:00,58.399
2025-04-16T15:40:00-04:00,59
2025-04-16T15:50:00-04:00,59.399
2025-04-16T16:00:00-04:00,58.799
2025-04-16T16:10:00-04:00,58.799
2025-04-16T16:20:00-04:00,59
2025-04-16T16:30:00-04:00,58.6
2025-04-16T16:40:00-04:00,58.799
2025-04-16T16:50:00-04:00,58.799
2025-04-16T17:00:00-04:00,58.2
2025-04-16T17:10:00-04:00,58
2025-04-16T17:20:00-04:00,58.6
2025-04-16T17:30:00-04:00,58
2025-04-16T17:40:00-04:00,58.6
2025-04-16T17:50:00-04:00,58.2
2025-04-16T18:00:00-04:00,57.799
2025-04-16T18:10:00-04:00,57.6
2025-04-16T18:20:00-04:00,57
2025-04-16T18:30:00-04:00,57
2025-04-16T18:40:00-04:00,57
2025-04-16T18:50:00-04:00,56.6
2025-04-16T19:00:00-04:00,56
2025-04-16T19:10:00-04:00,55.6
2025-04-16T19:20:00-04:00,55.399
2025-04-16T19:30:00-04:00,55
2025-04-16T19:40:00-04:00,55.2
2025-04-16T19:50:00-04:00,55
2025-04-16T20:00:00-04:00,54.399
2025-04-16T20:10:00-04:00,54.399
2025-04-16T20:20:00-04:00,54
2025-04-16T20:30:00-04:00,53.399
2025-04-16T20:40:00-04:00,53.2
2025-04-16T20:50:00-04:00,53
2025-04-16T21:00:00-04:00,52.6
2025-04-16T21:10:00-04:00,52
2025-04-16T21:20:00-04:00,52
2025-04-16T21:30:00-04:00,52
2025-04-16T21:40:00-04:00,51.799
2025-04-16T21:50:00-04:00,51.2
2025-04-16T22:00:00-04:00,51.2
2025-04-16T22:10:00-04:00,51
2025-04-16T22:20:00-04:00,51.2
2025-04-16T22:30:00-04:00,50.799
2025-04-16T22:40:00-04:00,50
2025-04-16T22:50:00-04:00,50.2
2025-04-16T23:00:00-04:00,50
2025-04-16T23:10:00-04:00,50.2
2025-04-16T23:20:00-04:00,49.799
2025-04-16T23:30:00-04:00,49.6
2025-04-16T23:40:00-04:00,49
2025-04-16T23:50:00-04:00,49
2025-04-17T00:00:00-04:00,49
2025-04-17T00:10:00-04:00,48.799
2025-04-17T00:20:00-04:00,48.6
2025-04-17T00:30:00-04:00,48.2
2025-04-17T00:40:00-04:00,48
2025-04-17T00:50:00-04:00,48.399
2025-04-17T01:00:00-04:00,48
2025-04-17T01:10:00-04:00,48
2025-04-17T01:20:00-04:00,48
2025-04-17T01:30:00-04:00,47.799
2025-04-17T01:40:00-04:00,47
2025-04-17T01:50:00-04:00,47
2025-04-17T02:00:00-04:00,47.2
2025-04-17T02:10:00-04:00,47
2025-04-17T02:20:00-04:00,47
2025-04-17T02:30:00-04:00,47.2
2025-04-17T02:40:00-04:00,47
2025-04-17T02:50:00-04:00,46.399
2025-04-17T03:00:00-04:00,46
2025-04-17T03:10:00-04:00,46
2025-04-17T03:20:00-04:00,46
2025-04-17T03:30:00-04:00,45.2
2025-04-17T03:40:00-04:00,45
2025-04-17T03:50:00-04:00,45
2025-04-17T04:00:00-04:00,45
2025-04-17T04:10:00-04:00,45
2025-04-17T04:20:00-04:00,44.2
2025-04-17T04:30:00-04:00,44
2025-04-17T04:40:00-04:00,44
2025-04-17T04:50:00-04:00,44.399
2025-04-17T05:00:00-04:00,44
2025-04-17T05:10:00-04:00,44
2025-04-17T05:20:00-04:00,44
2025-04-17T05:30:00-04:00,43.799
2025-04-17T05:40:00-04:00,44
2025-04-17T05:50:00-04:00,43.2
2025-04-17T06:00:00-04:00,43.2
2025-04-17T06:10:00-04:00,43
2025-04-17T06:20:00-04:00,43
2025-04-17T06:30:00-04:00,43
2025-04-17T06:40:00-04:00,43
2025-04-17T06:50:00-04:00,43
2025-04-17T07:00:00-04:00,43.2
2025-04-17T07:10:00-04:00,43.399
2025-04-17T07:20:00-04:00,44.399
2025-04-17T07:30:00-04:00,45.6
2025-04-17T07:40:00-04:00,48.399
2025-04-17T07:50:00-04:00,52
2025-04-17T08:00:00-04:00,55.799
2025-04-17T08:10:00-04:00,59.799
2025-04-17T08:20:00-04:00,61.799
2025-04-17T08:30:00-04:00,65
2025-04-17T08:40:00-04:00,67
2025-04-17T08:50:00-04:00,68.799
2025-04-17T09:00:00-04:00,69.2
2025-04-17T09:10:00-04:00,70.4
2025-04-17T09:20:00-04:00,71.799
2025-04-17T09:30:00-04:00,73.2
2025-04-17T09:40:00-04:00,73.799
2025-04-17T09:50:00-04:00,74.4
2025-04-17T10:00:00-04:00,75.799
2025-04-17T10:10:00-04:00,75.4
2025-04-17T10:20:00-04:00,76.4
2025-04-17T10:30:00-04:00,77.599
2025-04-17T10:40:00-04:00,78
2025-04-17T10:50:00-04:00,78
2025-04-17T11:00:00-04:00,78.4
2025-04-17T11:10:00-04:00,78.799
2025-04-17T11:20:00-04:00,77
2025-04-17T11:30:00-04:00,74.599
2025-04-17T11:40:00-04:00,72.799
2025-04-17T11:50:00-04:00,70.4
2025-04-17T12:00:00-04:00,68.799
2025-04-17T12:10:00-04:00,67.2
2025-04-17T12:20:00-04:00,66
2025-04-17T12:30:00-04:00,65.2
2025-04-17T12:40:00-04:00,64.599
2025-04-17T12:50:00-04:00,64.799
2025-04-17T13:00:00-04:00,64.2
2025-04-17T13:10:00-04:00,63.799
2025-04-17T13:20:00-04:00,64.4
2025-04-17T13:30:00-04:00,64.2
2025-04-17T13:40:00-04:00,64.599
2025-04-17T13:50:00-04:00,65
2025-04-17T14:00:00-04:00,65.2
2025-04-17T14:10:00-04:00,64.4
2025-04-17T14:20:00-04:00,65
2025-04-17T14:30:00-04:00,65
2025-04-17T14:40:00-04:00,64.4
2025-04-17T14:50:00-04:00,64.799
2025-04-17T15:00:00-04:00,65
2025-04-17T15:10:00-04:00,65
2025-04-17T15:20:00-04:00,65.4
2025-04-17T15:30:00-04:00,65.799
2025-04-17T15:40:00-04:00,65.599
2025-04-17T15:50:00-04:00,66
2025-04-17T16:00:00-04:00,66
2025-04-17T16:10:00-04:00,66.2
2025-04-17T16:20:00-04:00,65.4
2025-04-17T16:30:00-04:00,66
2025-04-17T16:40:00-04:00,66
2025-04-17T16:50:00-04:00,66.2
2025-04-17T17:00:00-04:00,66.4
2025-04-17T17:10:00-04:00,67
2025-04-17T17:20:00-04:00,66.799
2025-04-17T17:30:00-04:00,67
2025-04-17T17:40:00-04:00,68
2025-04-17T17:50:00-04:00,67.599
2025-04-17T18:00:00-04:00,67.2
2025-04-17T18:10:00-04:00,67.799
2025-04-17T18:20:00-04:00,67
2025-04-17T18:30:00-04:00,67
2025-04-17T18:40:00-04:00,67
2025-04-17T18:50:00-04:00,66.799
2025-04-17T19:00:00-04:00,66
2025-04-17T19:10:00-04:00,66.2
2025-04-17T19:20:00-04:00,66
2025-04-17T19:30:00-04:00,66
2025-04-17T19:40:00-04:00,66
2025-04-17T19:50:00-04:00,65.799
2025-04-17T20:00:00-04:00,66
2025-04-17T20:10:00-04:00,65.799
2025-04-17T20:20:00-04:00,65.2
2025-04-17T20:30:00-04:00,65
2025-04-17T20:40:00-04:00,65
2025-04-17T20:50:00-04:00,65
2025-04-17T21:00:00-04:00,64.2
2025-04-17T21:10:00-04:00,63.799
2025-04-17T21:20:00-04:00,64
2025-04-17T21:30:00-04:00,64
2025-04-17T21:40:00-04:00,63.2
2025-04-17T21:50:00-04:00,63.399
2025-04-17T22:00:00-04:00,63.399
2025-04-17T22:10:00-04:00,63
2025-04-17T22:20:00-04:00,64
2025-04-17T22:30:00-04:00,63.799
2025-04-17T22:40:00-04:00,63
2025-04-17T22:50:00-04:00,63
2025-04-17T23:00:00-04:00,62.399
2025-04-17T23:10:00-04:00,62
2025-04-17T23:20:00-04:00,61.6
2025-04-17T23:30:00-04:00,61.2
2025-04-17T23:40:00-04:00,61.2
2025-04-17T23:50:00-04:00,61.2
2025-04-18T00:00:00-04:00,60.799
2025-04-18T00:10:00-04:00,60.799
2025-04-18T00:20:00-04:00,61
2025-04-18T00:30:00-04:00,60.6
2025-04-18T00:40:00-04:00,60.799
2025-04-18T00:50:00-04:00,60
2025-04-18T01:00:00-04:00,60
2025-04-18T01:10:00-04:00,59.799
2025-04-18T01:20:00-04:00,60
2025-04-18T01:30:00-04:00,59.399
2025-04-18T01:40:00-04:00,58.2
2025-04-18T01:50:00-04:00,59
2025-04-18T02:00:00-04:00,58.799
2025-04-18T02:10:00-04:00,58.6
2025-04-18T02:20:00-04:00,59
2025-04-18T02:30:00-04:00,58.6
2025-04-18T02:40:00-04:00,59
2025-04-18T02:50:00-04:00,58
2025-04-18T03:00:00-04:00,58.2
2025-04-18T03:10:00-04:00,58.2
2025-04-18T03:20:00-04:00,58.2
2025-04-18T03:30:00-04:00,58.2
2025-04-18T03:40:00-04:00,57.799
2025-04-18T03:50:00-04:00,57.6
2025-04-18T04:00:00-04:00,57.799
2025-04-18T04:10:00-04:00,58
2025-04-18T04:20:00-04:00,57.399
2025-04-18T04:30:00-04:00,58
2025-04-18T04:40:00-04:00,58
2025-04-18T04:50:00-04:00,57.799
2025-04-18T05:00:00-04:00,58
2025-04-18T05:10:00-04:00,57.399
2025-04-18T05:20:00-04:00,57
2025-04-18T05:30:00-04:00,57.799
2025-04-18T05:40:00-04:00,58.2
2025-04-18T05:50:00-04:00,58
2025-04-18T06:00:00-04:00,58
2025-04-18T06:10:00-04:00,58
2025-04-18T06:20:00-04:00,58
2025-04-18T06:30:00-04:00,58.799
2025-04-18T06:40:00-04:00,58
2025-04-18T06:50:00-04:00,58
2025-04-18T07:00:00-04:00,58.799
2025-04-18T07:10:00-04:00,58.6
2025-04-18T07:20:00-04:00,58.799
2025-04-18T07:30:00-04:00,59.2
2025-04-18T07:40:00-04:00,58.6
2025-04-18T07:50:00-04:00,59
2025-04-18T08:00:00-04:00,59.799
2025-04-18T08:10:00-04:00,60.6
2025-04-18T08:20:00-04:00,62
2025-04-18T08:30:00-04:00,63.399
2025-04-18T08:40:00-04:00,64
2025-04-18T08:50:00-04:00,65.2
2025-04-18T09:00:00-04:00,66.4
2025-04-18T09:10:00-04:00,68.599
2025-04-18T09:20:00-04:00,70.799
2025-04-18T09:30:00-04:00,74
2025-04-18T09:40:00-04:00,76.4
2025-04-18T09:50:00-04:00,77.2
2025-04-18T10:00:00-04:00,76
2025-04-18T10:10:00-04:00,80.2
2025-04-18T10:20:00-04:00,82
2025-04-18T10:30:00-04:00,79.799
2025-04-18T10:40:00-04:00,77.599
2025-04-18T10:50:00-04:00,77.4
2025-04-18T11:00:00-04:00,77.799
2025-04-18T11:10:00-04:00,78
2025-04-18T11:20:00-04:00,78.2
2025-04-18T11:30:00-04:00,78
2025-04-18T11:40:00-04:00,79
2025-04-18T11:50:00-04:00,79.2
2025-04-18T12:00:00-04:00,80.2
2025-04-18T12:10:00-04:00,81
2025-04-18T12:20:00-04:00,81
2025-04-18T12:30:00-04:00,81
2025-04-18T12:40:00-04:00,80.799
2025-04-18T12:50:00-04:00,81
2025-04-18T13:00:00-04:00,81.599
2025-04-18T13:10:00-04:00,81.599
2025-04-18T13:20:00-04:00,82
2025-04-18T13:30:00-04:00,82.2
2025-04-18T13:40:00-04:00,83
2025-04-18T13:50:00-04:00,83.4
2025-04-18T14:00:00-04:00,83.799
2025-04-18T14:10:00-04:00,84.4
2025-04-18T14:20:00-04:00,84.2
2025-04-18T14:30:00-04:00,84.4
2025-04-18T14:40:00-04:00,84.599
2025-04-18T14:50:00-04:00,85
2025-04-18T15:00:00-04:00,85
2025-04-18T15:10:00-04:00,85
2025-04-18T15:20:00-04:00,85.4
2025-04-18T15:30:00-04:00,85.599
2025-04-18T15:40:00-04:00,85
2025-04-18T15:50:00-04:00,85.2
2025-04-18T16:00:00-04:00,85.2
2025-04-18T16:10:00-04:00,85.2
2025-04-18T16:20:00-04:00,86
2025-04-18T16:30:00-04:00,85.599
2025-04-18T16:40:00-04:00,85.799
2025-04-18T16:50:00-04:00,85.799
2025-04-18T17:00:00-04:00,86
2025-04-18T17:10:00-04:00,86
2025-04-18T17:20:00-04:00,86
2025-04-18T17:30:00-04:00,86
2025-04-18T17:40:00-04:00,86
2025-04-18T17:50:00-04:00,85.799
2025-04-18T18:00:00-04:00,85.599
2025-04-18T18:10:00-04:00,85.799
2025-04-18T18:20:00-04:00,85.599
2025-04-18T18:30:00-04:00,85.799
2025-04-18T18:40:00-04:00,86
2025-04-18T18:50:00-04:00,86
2025-04-18T19:00:00-04:00,86
